N,K,sigma,accept_rate,threshold,mean_quality_accepted,mean_quality_rejected,posterior_contrast,mutual_information_bits,tail_capture_top1pct,precision_top1pct,quality_dist
3200,200,0.7,0.062499999999999986,1.8968721444187508,2.5378031267566987,-0.1707751576186694,2.7085782843753683,0.21963976238298394,0.999413749624362,0.1597788227312008,lognormal
6400,200,0.7,0.031249999999999993,2.616789382596629,3.4023815332176723,-0.11129129058917278,3.513672823806845,0.1470822344079795,0.9901395023711991,0.31659225038276534,lognormal
12800,200,0.7,0.015625000000000003,3.408633632773565,4.335354602182161,-0.07032780241707193,4.405682404599233,0.09189004557704178,0.9174840171340356,0.5867220305402754,lognormal
25600,200,0.7,0.007812500000000005,4.27888650084321,5.328251211577367,-0.043455473320977246,5.371706684898344,0.054899471649748295,0.6839062206865498,0.8747026411506793,lognormal
51200,200,0.7,0.003906250000000001,5.22848800174118,6.366201342499632,-0.026460349579894463,6.3926616920795265,0.031814120989912396,0.3867902948816573,0.9893944001994939,lognormal
102400,200,0.7,0.0019531250000000004,6.251346649336002,7.422139364645624,-0.016016663337363173,7.438156027982988,0.018027873358059134,0.1954414392372258,0.9998630684743737,lognormal
200,200,0.7,0.999999999,-4.497234673803996,-0.008130406611897109,-0.37034069767725236,0.36221029106535524,8.876885937468564e-10,1.0,0.009991035657237652,pareto
400,200,0.7,0.5000000000000001,-0.10112440471554987,0.2154451722623676,-0.23170598621058253,0.4471511584729501,0.12388288200779396,0.9999997527509465,0.019982066353945015,pareto
800,200,0.7,0.25000000000000006,0.4670641428063832,0.5388633742004548,-0.1904616673656282,0.729325041566083,0.16702006696289162,0.9999903338449376,0.03996375628938726,pareto
1600,200,0.7,0.125,0.9247313217226258,1.030458144638078,-0.15650020006156248,1.1869583446996406,0.17648981766805016,0.9998806051963651,0.07991874215605924,pareto
3200,200,0.7,0.06250000000000001,1.3795775362949358,1.7648528265999759,-0.12632928921237963,1.8911821158123554,0.16358623648125561,0.9990049374716364,0.15969750307287192,pareto
6400,200,0.7,0.03125000000000001,1.9196543521916203,2.787303476636024,-0.09830569354217615,2.8856091701782,0.13308580657913008,0.992293954039783,0.3172494165554805,pareto
12800,200,0.7,0.015625000000000007,2.656655091048524,4.054588256891471,-0.07261800481324357,4.127206261704714,0.09259433973648162,0.9415106758920468,0.6020266704064443,pareto
25600,200,0.7,0.007812499999999998,3.669936729245798,5.518821240165913,-0.05164971128229655,5.570470951448209,0.05728253950749889,0.7167782554901931,0.9166537090270418,pareto
51200,200,0.7,0.00390625,4.9890613940217925,7.163730451301136,-0.03625535151636329,7.1999858028174994,0.03349888818366355,0.3905093955727551,0.9988078826885443,pareto
102400,200,0.7,0.001953125000000001,6.613219227227624,8.910317819518411,-0.025583338924190614,8.935901158442602,0.018982841423699166,0.1954877246327666,0.9999999106074116,pareto
200,200,1.0,0.999999999,-8.479688481196426,4.331319085505775e-09,-4.3313192107217615,4.331319215053081,1.366507866681722e-08,1.0,0.010036025764068118,gaussian
